trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
178,False,"{'a': 0.5, 'e': 0.7570566925943303}",20,0,-27.344600549478542,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
179,False,"{'a': 0.5, 'e': 0.7544372463575362}",25,0,-64.72751966625428,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",1
180,False,"{'a': 0.5, 'e': 0.7518057291408949}",35,2,-109.3947718940955,"{0: 21, 1: 4, 2: 6, 3: 1, 4: 1}",1
181,False,"{'a': 0.5, 'e': 0.7491621830486261}",25,0,-111.43118322584475,"{0: 19, 1: 3, 2: 0, 3: 0, 4: 3}",0
182,False,"{'a': 0.5, 'e': 0.7465066503774105}",20,0,-68.43903998862336,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.7438391736157144}",25,0,-60.63312123608735,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.7411597954431091}",20,0,-102.122008103883,"{0: 8, 1: 4, 2: 7, 3: 1, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.7384685587295879}",20,0,-132.79223460434744,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
186,False,"{'a': 0.5, 'e': 0.7357655065348812}",30,0,-119.34408914933113,"{0: 21, 1: 2, 2: 3, 3: 3, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.7330506821077661}",25,17,5.230552158632715,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.7303241288853758}",20,16,8.664750868163843,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.7275858904925034}",30,15,-10.876335129737123,"{0: 10, 1: 4, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.7248360107409052}",25,13,19.74802308888179,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.7220745336285982}",35,14,-23.471603371592696,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.7193015033391573}",25,12,24.2187063901606,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.7165169642410081}",20,0,-51.94144337925302,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
194,False,"{'a': 0.5, 'e': 0.7137209608867168}",20,0,-25.712363339651674,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.7109135380122773}",20,13,1.2390081633443093,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.7080947405363958}",30,4,-74.29304320226055,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 1}",1
197,False,"{'a': 0.5, 'e': 0.7052646135597717}",20,0,-64.69257852378084,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
198,False,"{'a': 0.5, 'e': 0.7024232023643763}",20,13,-0.5435349158169334,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.699570552412728}",20,4,-42.38406876226212,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.6967067093471654}",25,4,-17.028759073901938,"{0: 15, 1: 4, 2: 2, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.6938317189891162}",25,0,-42.27613006849127,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
202,False,"{'a': 0.5, 'e': 0.690945627338365}",20,0,-19.650857208074218,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
203,False,"{'a': 0.5, 'e': 0.6880484805723165}",25,6,-76.90009642254206,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 2}",1
204,False,"{'a': 0.5, 'e': 0.6851403250452572}",20,0,-100.92657446762557,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
205,False,"{'a': 0.5, 'e': 0.6822212072876135}",25,10,-60.19570704054638,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
206,False,"{'a': 0.5, 'e': 0.6792911740052072}",20,0,-57.040537043064745,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
207,False,"{'a': 0.5, 'e': 0.6763502720785084}",25,0,-49.18662448835225,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.6733985485618852}",30,0,-129.19197919073264,"{0: 20, 1: 4, 2: 3, 3: 1, 4: 2}",0
209,False,"{'a': 0.5, 'e': 0.6704360506828508}",30,12,5.964859244329796,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.6674628258413081}",20,0,-216.8497632715032,"{0: 9, 1: 0, 2: 5, 3: 3, 4: 3}",0
211,False,"{'a': 0.5, 'e': 0.6644789216087912}",20,16,7.192685208254883,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.661484385727704}",20,1,-34.93807089735458,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.6584792661105568}",20,7,-4.900869892643975,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.6554636108391995}",30,0,11.79105220484932,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
215,False,"{'a': 0.5, 'e': 0.6524374681640519}",25,0,-70.42855763867829,"{0: 17, 1: 0, 2: 7, 3: 1, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.6494008865033323}",20,0,12.516642096719949,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
217,False,"{'a': 0.5, 'e': 0.6463539144422825}",30,2,-106.38088793006354,"{0: 19, 1: 2, 2: 4, 3: 2, 4: 1}",1
218,False,"{'a': 0.5, 'e': 0.6432966007323906}",20,0,-74.8674220555389,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
219,False,"{'a': 0.5, 'e': 0.6402289942906106}",20,0,-9.099577134469223,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
220,False,"{'a': 0.5, 'e': 0.6371511441985802}",20,4,-93.91957877397017,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 2}",1
221,False,"{'a': 0.5, 'e': 0.6340630997018352}",30,0,-127.38077441864264,"{0: 18, 1: 4, 2: 5, 3: 2, 4: 1}",0
222,False,"{'a': 0.5, 'e': 0.6309649102090216}",20,0,-86.89450022552035,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
223,False,"{'a': 0.5, 'e': 0.6278566252911051}",25,0,-53.725162461765876,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
224,False,"{'a': 0.5, 'e': 0.6247382946805784}",30,24,11.70047975188086,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.6216099682706644}",20,0,-138.62856668665748,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
226,False,"{'a': 0.5, 'e': 0.6184716961145192}",30,0,-74.38042218046387,"{0: 20, 1: 3, 2: 5, 3: 2, 4: 0}",0
227,False,"{'a': 0.5, 'e': 0.6153235284244302}",25,13,-18.830225017011404,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.6121655155710133}",25,0,-75.54572239572671,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
229,False,"{'a': 0.5, 'e': 0.6089977080824067}",20,0,-131.1487696727768,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
230,False,"{'a': 0.5, 'e': 0.6058201566434628}",25,0,-110.95185718638348,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
231,False,"{'a': 0.5, 'e': 0.6026329120949367}",30,0,-54.17999429434036,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
232,False,"{'a': 0.5, 'e': 0.5994360254326734}",20,0,-52.21864200893357,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
233,False,"{'a': 0.5, 'e': 0.596229547806791}",25,0,-43.52039354580314,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
234,False,"{'a': 0.5, 'e': 0.5930135305208633}",30,18,-12.578333363807678,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.5897880250310982}",30,7,-26.706967224099746,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
236,False,"{'a': 0.5, 'e': 0.5865530829455147}",20,3,-123.58625743476546,"{0: 10, 1: 2, 2: 1, 3: 2, 4: 2}",1
237,False,"{'a': 0.5, 'e': 0.5833087560231173}",25,0,-53.760838538597035,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
238,False,"{'a': 0.5, 'e': 0.5800550961730674}",25,0,1.6455761550650811,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
239,False,"{'a': 0.5, 'e': 0.5767921554538531}",20,6,-20.276481890339532,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.5735199860724567}",25,9,-30.252309349346117,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.570238640383518}",25,19,10.324938536060074,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.5669481708884984}",20,3,8.762651379940694,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.5636486302348394}",20,0,0.8099738593310932,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.5603400712151211}",25,7,-104.34503102209028,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 3}",1
245,False,"{'a': 0.5, 'e': 0.5570225467662173}",20,0,-113.81578153040978,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
246,False,"{'a': 0.5, 'e': 0.5536961099684484}",35,0,-99.22202871037214,"{0: 30, 1: 0, 2: 1, 3: 2, 4: 2}",1
247,False,"{'a': 0.5, 'e': 0.5503608140447321}",25,0,-114.29219481507131,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
248,False,"{'a': 0.5, 'e': 0.5470167123597323}",30,10,-5.237805389177467,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.5436638584190042}",30,0,-124.68476058348287,"{0: 16, 1: 5, 2: 6, 3: 3, 4: 0}",0
250,False,"{'a': 0.5, 'e': 0.5403023058681397}",20,10,-40.1630009255018,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
251,False,"{'a': 0.5, 'e': 0.5369321084919078}",30,10,-67.25898865328185,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",1
252,False,"{'a': 0.5, 'e': 0.5335533202133944}",25,5,-17.846437867691204,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.5301659950931401}",20,0,-11.010409704185125,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.5267701873282746}",20,3,-67.30669526353465,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 1}",1
255,False,"{'a': 0.5, 'e': 0.5233659512516495}",25,0,-36.50854163233112,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
256,False,"{'a': 0.5, 'e': 0.5199533413309696}",20,0,-30.45482283676741,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
257,False,"{'a': 0.5, 'e': 0.5165324121679207}",20,0,-69.256505148458,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
258,False,"{'a': 0.5, 'e': 0.5131032184972965}",25,0,-56.06711640082136,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
259,False,"{'a': 0.5, 'e': 0.5096658151861225}",20,0,-101.46043344598299,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
260,False,"{'a': 0.5, 'e': 0.5062202572327784}",30,12,-45.924203440466535,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
261,False,"{'a': 0.5, 'e': 0.5027665997661179}",30,17,-68.26212087096252,"{0: 9, 1: 1, 2: 0, 3: 2, 4: 1}",1
262,False,"{'a': 0.5, 'e': 0.49930489804458683}",25,11,-5.243606744194414,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.49583520745533893}",35,0,-21.80413197111496,"{0: 30, 1: 1, 2: 3, 3: 1, 4: 0}",0
264,False,"{'a': 0.5, 'e': 0.4923575835133495}",25,12,-14.494339375368828,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.4888720818605275}",25,0,-49.06429922321738,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
266,False,"{'a': 0.5, 'e': 0.485378758264825}",20,11,-11.394774602195305,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.481877668619345}",20,5,-5.9214162649306505,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.47836886894144715}",20,4,-62.51908222196253,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
269,False,"{'a': 0.5, 'e': 0.47485241537185147}",25,0,-127.79405933328825,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
270,False,"{'a': 0.5, 'e': 0.47132836417373997}",20,0,-61.91153602855671,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
271,False,"{'a': 0.5, 'e': 0.4677967717318567}",25,12,-30.284088514394092,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.46425769455160537}",20,0,-5.272681133209902,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.46071118925814536}",20,0,-40.89750089106784,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
274,False,"{'a': 0.5, 'e': 0.45715731259548575}",20,2,20.632032119744217,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.4535961214255773}",25,8,-28.83617834718563,"{0: 13, 1: 3, 2: 0, 3: 0, 4: 1}",1
276,False,"{'a': 0.5, 'e': 0.45002767272740274}",25,20,8.270709059140689,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.4464520235960651}",20,0,-1.938515420548088,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
278,False,"{'a': 0.5, 'e': 0.4428692312418743}",20,14,-14.372248093666595,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.43927935298943144}",20,0,-25.931680891355988,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
280,False,"{'a': 0.5, 'e': 0.4356824462767121}",20,2,-129.96725174695004,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 3}",1
281,False,"{'a': 0.5, 'e': 0.4320785686541468}",25,13,-11.20120633666247,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.42846777778370077}",30,15,17.71538602945538,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.4248501314379508}",20,13,9.897560560580729,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.42122568749916134}",20,5,-44.134230748558466,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
285,False,"{'a': 0.5, 'e': 0.41759450395835795}",20,2,-46.49847258135768,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
286,False,"{'a': 0.5, 'e': 0.4139566389144}",20,0,-60.93037649026069,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
287,False,"{'a': 0.5, 'e': 0.4103121505730504}",25,0,5.904453218761944,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
288,False,"{'a': 0.5, 'e': 0.40666109724604504}",35,21,16.764654387763194,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.4030035373501593}",20,0,-57.57563669658244,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
290,False,"{'a': 0.5, 'e': 0.3993395294062732}",25,11,-35.7606431035755,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
291,False,"{'a': 0.5, 'e': 0.39566913203843584}",20,4,15.247042048325852,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.39199240397292684}",20,14,-18.27772720179167,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.38830940403731673}",25,18,12.224113977080146,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.38462019115952595}",30,18,1.7955644055118036,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.38092482436688185}",30,5,-25.246642180198133,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
296,False,"{'a': 0.5, 'e': 0.37722336278517427}",20,14,11.334279872511608,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.37351586563770955}",20,11,-46.47577306442267,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
298,False,"{'a': 0.5, 'e': 0.36980239224436295}",25,7,-23.517870763963643,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
299,False,"{'a': 0.5, 'e': 0.36608300202062954}",25,0,-11.955021699620582,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
300,False,"{'a': 0.5, 'e': 0.3623577544766736}",25,0,-49.0746466147393,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
301,False,"{'a': 0.5, 'e': 0.35862670921637635}",20,7,21.10687709079567,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.3548899259363823}",25,5,19.912628667813447,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.3511474644251443}",25,11,-41.219525272529,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
304,False,"{'a': 0.5, 'e': 0.34739938456196656}",30,18,16.13020898979069,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.34364574631604705}",25,0,19.237001443839542,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
306,False,"{'a': 0.5, 'e': 0.3398866097455176}",25,13,3.9442647608042836,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.3361220349964831}",25,0,20.327411728173896,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
308,False,"{'a': 0.5, 'e': 0.33235208230205926}",25,6,-60.076167580424396,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 1}",1
309,False,"{'a': 0.5, 'e': 0.3285768119814088}",20,6,6.021364098892084,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.32479628443877623}",25,17,5.037397637642696,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.32101056016252166}",20,0,-0.5116290745480887,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.3172196997241527}",20,8,20.127334308639593,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.3134237637773555}",20,12,12.440302245494387,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.3096228130570242}",20,2,32.43870050120418,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.30581690837828934}",20,14,1.7751353497431681,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.30200611063554444}",20,3,-11.264995361141953,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.2981904808014722}",35,8,-30.881141802876492,"{0: 24, 1: 1, 2: 0, 3: 1, 4: 1}",1
318,False,"{'a': 0.5, 'e': 0.29437007992606856}",20,10,-11.517945338380247,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.29054496913566596}",25,0,-113.63828088913768,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
320,False,"{'a': 0.5, 'e': 0.2867152096319555}",20,2,30.050276142742955,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.2828808626910075}",35,18,28.504603155853562,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.2790419896622912}",25,20,10.892934711086031,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.2751986519676933}",30,13,9.111897712729245,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.2713509111005347}",20,11,-24.039480488231845,"{0: 5, 1: 3, 2: 0, 3: 1, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.26749882862458735}",25,17,-27.24360821027863,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
326,False,"{'a': 0.5, 'e': 0.2636424661730887}",25,16,-46.4252795746647,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
327,False,"{'a': 0.5, 'e': 0.25978188544775555}",20,0,6.130565557186779,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
328,False,"{'a': 0.5, 'e': 0.2559171482177973}",20,1,-52.7378622581619,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 1}",1
329,False,"{'a': 0.5, 'e': 0.25204831631892716}",25,17,18.27196422149681,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.2481754516523729}",20,12,2.8995145122714847,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.24429861618388662}",20,10,13.848314952338836,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.2404178719427531}",20,11,15.66227652510793,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.2365332810207974}",25,17,13.339111645276477,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.23264490557139142}",30,20,18.060885953076458,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.22875280780845939}",20,10,-59.41392652802786,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
336,False,"{'a': 0.5, 'e': 0.22485705000548248}",20,9,9.669835527137852,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.22095769449450242}",30,18,21.965011981520114,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.2170548036651242}",25,0,-6.501193107746027,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
339,False,"{'a': 0.5, 'e': 0.21314843996351787}",20,6,23.151466771667714,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.20923866589141926}",20,12,20.14274469676889,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.20532554400513015}",25,14,-11.830393553678267,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.20140913691451723}",20,0,10.726244687210748,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
343,False,"{'a': 0.5, 'e': 0.19748950728201042}",20,16,8.589482115543618,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.1935667178216002}",30,12,29.921540047661736,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.18964083129783424}",25,8,3.574231837568299,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.1857119105248132}",20,11,0.12014856769959725,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.18178001836518562}",20,8,-16.083608118779274,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
348,False,"{'a': 0.5, 'e': 0.17784521772914216}",30,10,7.718327981384877,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.17390757157340905}",30,17,-0.057288278899983336,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.16996714290024081}",20,16,7.345455506564865,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.1660239947564121}",20,10,17.968848236271068,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.1620781902322094}",25,3,36.78726821892917,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.1581297924604204}",25,6,-9.688910210149523,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
354,False,"{'a': 0.5, 'e': 0.15417886461532546}",25,20,8.708286622325451,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.15022546991168584}",20,12,-41.4435119949199,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
356,False,"{'a': 0.5, 'e': 0.14626967160373244}",20,3,24.01796098336095,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.1423115329841538}",30,16,27.927121486556903,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.13835111738308337}",20,6,17.23908808991922,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.13438848816708632}",20,4,18.10494435207189,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.13042370873814554}",25,7,9.010492862032757,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.12645684253264733}",30,15,16.503051838191364,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
